id,time,value
3,02/16/2020 10:49:13,6.49
3,02/16/2020 10:49:14,5.82
3,02/16/2020 10:49:15,6.71
3,02/16/2020 10:49:16,4.25
3,02/16/2020 10:49:17,3.13
3,02/16/2020 10:49:18,6.93
3,02/16/2020 10:49:19,9.62
3,02/16/2020 10:49:20,8.05
3,02/16/2020 10:49:21,8.05
3,02/16/2020 10:49:22,4.03
3,02/16/2020 10:49:23,6.04
3,02/16/2020 10:49:24,7.83
3,02/16/2020 10:49:25,5.37
3,02/16/2020 10:49:26,8.5
3,02/16/2020 10:49:27,2.91
3,02/16/2020 10:49:28,5.37
3,02/16/2020 10:49:29,6.26
3,02/16/2020 10:49:30,9.4
3,02/16/2020 10:49:31,6.71
3,02/16/2020 10:49:32,3.8
3,02/16/2020 10:49:33,6.49
3,02/16/2020 10:49:34,3.8
3,02/16/2020 10:49:35,9.17
3,02/16/2020 10:49:36,7.61
3,02/16/2020 10:49:37,6.71
3,02/16/2020 10:49:38,3.8
3,02/16/2020 10:49:39,9.17
3,02/16/2020 10:49:40,7.61
3,02/16/2020 10:49:41,4.03
3,02/16/2020 10:49:42,7.61
3,02/16/2020 10:49:43,4.03
3,02/16/2020 10:49:44,6.71
3,02/16/2020 10:49:45,6.71
3,02/16/2020 10:49:46,4.92
3,02/16/2020 10:49:47,2.24
3,02/16/2020 10:49:48,3.13
3,02/16/2020 10:49:49,7.16
3,02/16/2020 10:49:50,5.59
3,02/16/2020 10:49:51,5.37
3,02/16/2020 10:49:52,5.14
3,02/16/2020 10:49:53,6.93
3,02/16/2020 10:49:54,4.47
3,02/16/2020 10:49:55,5.82
3,02/16/2020 10:49:56,4.25
3,02/16/2020 10:49:57,6.04
3,02/16/2020 10:49:58,5.82
3,02/16/2020 10:49:59,8.28
3,02/16/2020 10:50:00,6.26
3,02/16/2020 10:50:01,5.37
3,02/16/2020 10:50:02,6.26
3,02/16/2020 10:50:03,4.47
3,02/16/2020 10:50:04,4.47
3,02/16/2020 10:50:05,5.14
3,02/16/2020 10:50:06,5.14
3,02/16/2020 10:50:07,10.51
3,02/16/2020 10:50:08,11.18
3,02/16/2020 10:50:09,9.62
3,02/16/2020 10:50:10,7.16
3,02/16/2020 10:50:11,4.7
3,02/16/2020 10:50:12,10.07
3,02/16/2020 10:50:13,6.04
3,02/16/2020 10:50:14,7.83
3,02/16/2020 10:50:15,8.5
3,02/16/2020 10:50:16,5.37
3,02/16/2020 10:50:17,8.5
3,02/16/2020 10:50:18,8.5
3,02/16/2020 10:50:19,10.96
3,02/16/2020 10:50:20,10.07
3,02/16/2020 10:50:21,9.84
3,02/16/2020 10:50:22,7.61
3,02/16/2020 10:50:23,6.26
3,02/16/2020 10:50:24,5.82
3,02/16/2020 10:50:25,8.95
3,02/16/2020 10:50:26,10.74
3,02/16/2020 10:50:27,6.71
3,02/16/2020 10:50:28,5.59
3,02/16/2020 10:50:29,6.04
3,02/16/2020 10:50:30,8.28
3,02/16/2020 10:50:31,5.82
3,02/16/2020 10:50:32,3.36
3,02/16/2020 10:50:33,4.03
3,02/16/2020 10:50:34,2.91
3,02/16/2020 10:50:35,4.03
3,02/16/2020 10:50:36,6.49
3,02/16/2020 10:50:37,6.71
3,02/16/2020 10:50:38,5.82
3,02/16/2020 10:50:39,4.7
3,02/16/2020 10:50:40,8.5
3,02/16/2020 10:50:41,8.72
3,02/16/2020 10:50:42,4.92
3,02/16/2020 10:50:43,7.38
3,02/16/2020 10:50:44,8.5
3,02/16/2020 10:50:45,5.37
3,02/16/2020 10:50:46,4.92
3,02/16/2020 10:50:47,3.8
3,02/16/2020 10:50:48,5.59
3,02/16/2020 10:50:49,5.59
3,02/16/2020 10:50:50,7.38
3,02/16/2020 10:50:51,12.3
3,02/16/2020 10:50:52,11.41
3,02/16/2020 10:50:53,8.5
3,02/16/2020 10:50:54,6.49
3,02/16/2020 10:50:55,7.61
3,02/16/2020 10:50:56,8.5
3,02/16/2020 10:50:57,5.82
3,02/16/2020 10:50:58,4.25
3,02/16/2020 10:50:59,4.47
3,02/16/2020 10:51:00,4.25
3,02/16/2020 10:51:01,3.8
3,02/16/2020 10:51:02,4.92
3,02/16/2020 10:51:03,2.46
3,02/16/2020 10:51:04,3.36
3,02/16/2020 10:51:05,5.82
3,02/16/2020 10:51:06,5.14
3,02/16/2020 10:51:07,4.25
3,02/16/2020 10:51:08,5.37
3,02/16/2020 10:51:09,5.37
3,02/16/2020 10:51:10,3.58
3,02/16/2020 10:51:11,4.92
3,02/16/2020 10:51:12,3.8
3,02/16/2020 10:51:13,2.01
3,02/16/2020 10:51:14,1.79
3,02/16/2020 10:51:15,2.24
3,02/16/2020 10:51:16,2.68
3,02/16/2020 10:51:17,3.58
3,02/16/2020 10:51:18,3.58
3,02/16/2020 10:51:19,2.46
3,02/16/2020 10:51:20,1.34
3,02/16/2020 10:51:21,2.68
3,02/16/2020 10:51:22,2.46
3,02/16/2020 10:51:23,1.12
3,02/16/2020 10:51:24,5.82
3,02/16/2020 10:51:25,4.03
3,02/16/2020 10:51:26,3.8
3,02/16/2020 10:51:27,2.46
3,02/16/2020 10:51:28,0.89
3,02/16/2020 10:51:29,2.46
3,02/16/2020 10:51:30,2.91
3,02/16/2020 10:51:31,5.14
3,02/16/2020 10:51:32,2.01
3,02/16/2020 10:51:33,8.28
3,02/16/2020 10:51:34,1.79
3,02/16/2020 10:51:35,1.12
3,02/16/2020 10:51:36,2.24
3,02/16/2020 10:51:37,2.01
